val_mae,val_loss,epoch,step,train_mae,train_loss,test_mae,test_loss
4.32902717590332,4.319095611572266,22,551,,,,
,,23,551,3.6823716163635254,3.682427406311035,,
4.329400539398193,4.319509983062744,23,575,,,,
,,24,575,3.6835124492645264,3.6834723949432373,,
4.321784973144531,4.311875820159912,24,599,,,,
,,25,599,3.687427282333374,3.687441110610962,,
4.322010517120361,4.31212854385376,25,623,,,,
,,26,623,3.6820945739746094,3.682081937789917,,
4.331038475036621,4.321081161499023,26,647,,,,
,,27,647,3.678345203399658,3.678346872329712,,
4.33935546875,4.329385280609131,27,671,,,,
,,28,671,3.6764025688171387,3.6763756275177,,
4.333537578582764,4.323554515838623,28,695,,,,
,,29,695,3.683854818344116,3.683852195739746,,
4.319286823272705,4.3094353675842285,29,719,,,,
,,30,719,3.6798927783966064,3.6798696517944336,,
4.344165802001953,4.334095001220703,30,743,,,,
,,31,743,3.6797375679016113,3.6797096729278564,,
4.325499534606934,4.315591335296631,31,767,,,,
,,32,767,3.6728217601776123,3.6727983951568604,,
4.342528820037842,4.33247184753418,32,791,,,,
,,33,791,3.672231435775757,3.6722371578216553,,
4.323759078979492,4.313848495483398,33,815,,,,
,,34,815,3.67771315574646,3.6777172088623047,,
4.3246049880981445,4.314671516418457,34,839,,,,
,,35,839,3.673105478286743,3.673088312149048,,
4.323130130767822,4.313291072845459,35,863,,,,
,,36,863,3.6829307079315186,3.6829023361206055,,
4.32559871673584,4.315688133239746,36,887,,,,
,,37,887,3.6768476963043213,3.6768264770507812,,
4.352422714233398,4.3423237800598145,37,911,,,,
,,38,911,3.675081968307495,3.6750879287719727,,
4.348545074462891,4.338441848754883,38,935,,,,
,,39,935,3.6748645305633545,3.674855947494507,,
4.336888790130615,4.326940059661865,39,959,,,,
,,40,959,3.672670841217041,3.6726601123809814,,
4.32590389251709,4.315947532653809,40,983,,,,
,,41,983,3.673992872238159,3.673969268798828,,
4.380240440368652,4.369863986968994,41,1007,,,,
,,42,1007,3.6747615337371826,3.674762725830078,,
4.332081317901611,4.32206916809082,42,1031,,,,
,,43,1031,3.6711888313293457,3.6712114810943604,,
4.344405174255371,4.334287643432617,43,1055,,,,
,,44,1055,3.6752851009368896,3.6752889156341553,,
4.347772598266602,4.337669849395752,44,1079,,,,
,,45,1079,3.6739730834960938,3.674030303955078,,
4.347228527069092,4.337103843688965,45,1103,,,,
,,46,1103,3.6755731105804443,3.6756198406219482,,
4.360611438751221,4.350411415100098,46,1127,,,,
,,47,1127,3.6776070594787598,3.6776046752929688,,
4.338568687438965,4.328494548797607,47,1151,,,,
,,48,1151,3.6767420768737793,3.676687479019165,,
4.326896667480469,4.317004680633545,48,1175,,,,
,,49,1175,3.6680634021759033,3.6680192947387695,,
4.31517219543457,4.305320739746094,49,1199,,,,
,,50,1199,3.673510789871216,3.6735105514526367,,
4.330913543701172,4.32089376449585,50,1223,,,,
,,51,1223,3.6720123291015625,3.671961784362793,,
4.338301658630371,4.328277587890625,51,1247,,,,
,,52,1247,3.6686439514160156,3.668633460998535,,
4.328390121459961,4.318454265594482,52,1271,,,,
,,53,1271,3.6727633476257324,3.6727590560913086,,
4.338937759399414,4.328911304473877,53,1295,,,,
,,54,1295,3.6692707538604736,3.669212579727173,,
4.332616806030273,4.322604656219482,54,1319,,,,
,,55,1319,3.6706697940826416,3.670644998550415,,
4.342533111572266,4.332458019256592,55,1343,,,,
,,56,1343,3.6713967323303223,3.6714046001434326,,
4.319272041320801,4.30941915512085,56,1367,,,,
,,57,1367,3.6658475399017334,3.6658267974853516,,
,,57,1374,,,3.8508076667785645,3.8301873207092285
