val_mae,val_loss,epoch,step,train_mae,train_loss,test_mae,test_loss
2.8846516609191895,2.879399299621582,36,887,,,,
,,37,887,2.59269380569458,2.5926923751831055,,
2.8920748233795166,2.8867483139038086,37,911,,,,
,,38,911,2.5947093963623047,2.594712972640991,,
2.8834123611450195,2.878192663192749,38,935,,,,
,,39,935,2.592679738998413,2.5926849842071533,,
2.900381565093994,2.894986629486084,39,959,,,,
,,40,959,2.5930068492889404,2.5930120944976807,,
2.8907413482666016,2.885434627532959,40,983,,,,
,,41,983,2.5941739082336426,2.594179391860962,,
2.886352300643921,2.88107967376709,41,1007,,,,
,,42,1007,2.5979344844818115,2.5979373455047607,,
2.896214723587036,2.8909716606140137,42,1031,,,,
,,43,1031,2.59187912940979,2.5918984413146973,,
2.882855176925659,2.8776309490203857,43,1055,,,,
,,44,1055,2.60245418548584,2.6024436950683594,,
2.8820576667785645,2.8768293857574463,44,1079,,,,
,,45,1079,2.5925867557525635,2.5926201343536377,,
2.881758689880371,2.876500368118286,45,1103,,,,
,,46,1103,2.5895540714263916,2.589568853378296,,
2.8849644660949707,2.8797099590301514,46,1127,,,,
,,47,1127,2.5910744667053223,2.591074228286743,,
2.888904571533203,2.883591651916504,47,1151,,,,
,,48,1151,2.5918633937835693,2.591902017593384,,
2.8796281814575195,2.8743839263916016,48,1175,,,,
,,49,1175,2.588430404663086,2.5884063243865967,,
2.8799872398376465,2.8747570514678955,49,1199,,,,
,,50,1199,2.5881738662719727,2.588195323944092,,
2.8809494972229004,2.8757107257843018,50,1223,,,,
,,51,1223,2.585660934448242,2.5856635570526123,,
2.895953893661499,2.89060378074646,51,1247,,,,
,,52,1247,2.592273235321045,2.5922434329986572,,
2.8826956748962402,2.877427101135254,52,1271,,,,
,,53,1271,2.5906448364257812,2.590660333633423,,
2.8779232501983643,2.8727076053619385,53,1295,,,,
,,54,1295,2.591036081314087,2.5910346508026123,,
2.882234811782837,2.8769686222076416,54,1319,,,,
,,55,1319,2.5858006477355957,2.5858023166656494,,
2.8849008083343506,2.879606008529663,55,1343,,,,
,,56,1343,2.5869534015655518,2.586975574493408,,
2.8820302486419678,2.876760721206665,56,1367,,,,
,,57,1367,2.586729049682617,2.586724042892456,,
2.8779587745666504,2.8727238178253174,57,1391,,,,
,,58,1391,2.5880064964294434,2.588048219680786,,
2.889540672302246,2.8842813968658447,58,1415,,,,
,,59,1415,2.5892364978790283,2.58923077583313,,
2.877983808517456,2.872741937637329,59,1439,,,,
,,60,1439,2.583613157272339,2.5836217403411865,,
2.8768699169158936,2.871655225753784,60,1463,,,,
,,61,1463,2.581730604171753,2.5817174911499023,,
2.8782622814178467,2.8730366230010986,61,1487,,,,
,,62,1487,2.5855672359466553,2.5855491161346436,,
