val_mae,val_mape,val_loss,epoch,step,train_mae,train_mape,train_loss,test_mae,test_mape,test_loss
2.932260513305664,0.4517337381839752,2.9202115535736084,22,4553,,,,,,
,,,23,4553,2.6572606563568115,0.45281514525413513,2.657322645187378,,,
2.9327075481414795,0.4503723680973053,2.92061185836792,23,4751,,,,,,
,,,24,4751,2.6548867225646973,0.45192307233810425,2.654768228530884,,,
2.925798177719116,0.45428958535194397,2.9138448238372803,24,4949,,,,,,
,,,25,4949,2.652897596359253,0.4521973133087158,2.65283203125,,,
2.9270572662353516,0.44227394461631775,2.915090560913086,25,5147,,,,,,
,,,26,5147,2.6515228748321533,0.45179590582847595,2.651482582092285,,,
2.923679828643799,0.44604358077049255,2.911769151687622,26,5345,,,,,,
,,,27,5345,2.6500356197357178,0.45215699076652527,2.6499087810516357,,,
2.9255053997039795,0.46117034554481506,2.9136385917663574,27,5543,,,,,,
,,,28,5543,2.6488983631134033,0.4511036276817322,2.648878574371338,,,
2.92179799079895,0.4437890648841858,2.9099044799804688,28,5741,,,,,,
,,,29,5741,2.647517442703247,0.45125147700309753,2.647545337677002,,,
2.919290065765381,0.4501173496246338,2.907442808151245,29,5939,,,,,,
,,,30,5939,2.647033452987671,0.45117780566215515,2.647117853164673,,,
2.9162073135375977,0.4499058723449707,2.9043924808502197,30,6137,,,,,,
,,,31,6137,2.6448190212249756,0.45080870389938354,2.6449146270751953,,,
2.9209413528442383,0.46201562881469727,2.9092118740081787,31,6335,,,,,,
,,,32,6335,2.643523931503296,0.450685977935791,2.6434237957000732,,,
2.9183785915374756,0.44776859879493713,2.9065349102020264,32,6533,,,,,,
,,,33,6533,2.642615795135498,0.4507790207862854,2.642571449279785,,,
2.9124059677124023,0.44521963596343994,2.900688409805298,33,6731,,,,,,
,,,34,6731,2.6403286457061768,0.45009979605674744,2.6402411460876465,,,
2.919637680053711,0.46889951825141907,2.9079997539520264,34,6929,,,,,,
,,,35,6929,2.6381213665008545,0.45002588629722595,2.6380560398101807,,,
2.9262187480926514,0.4357035160064697,2.9143073558807373,35,7127,,,,,,
,,,36,7127,2.637103796005249,0.44982802867889404,2.6371912956237793,,,
2.9117002487182617,0.45548170804977417,2.9000096321105957,36,7325,,,,,,
,,,37,7325,2.6358847618103027,0.449299156665802,2.6360769271850586,,,
2.9185118675231934,0.45597609877586365,2.9067256450653076,37,7523,,,,,,
,,,38,7523,2.636322498321533,0.44933608174324036,2.6364378929138184,,,
2.9175753593444824,0.4705319404602051,2.9059581756591797,38,7721,,,,,,
,,,39,7721,2.636087656021118,0.4493551254272461,2.636143922805786,,,
2.907963752746582,0.44619181752204895,2.8962864875793457,39,7919,,,,,,
,,,40,7919,2.6341750621795654,0.44920915365219116,2.6341440677642822,,,
2.913936138153076,0.4462418258190155,2.9021542072296143,40,8117,,,,,,
,,,41,8117,2.63415265083313,0.44869622588157654,2.6342124938964844,,,
2.9049158096313477,0.45222076773643494,2.8932793140411377,41,8315,,,,,,
,,,42,8315,2.6322181224823,0.4486028850078583,2.6322169303894043,,,
2.9058165550231934,0.4539370536804199,2.894244909286499,42,8513,,,,,,
,,,43,8513,2.63027024269104,0.4480957090854645,2.6303718090057373,,,
2.904446601867676,0.44366520643234253,2.8928327560424805,43,8711,,,,,,
,,,44,8711,2.63000750541687,0.4480559527873993,2.6299691200256348,,,
2.908085823059082,0.453861802816391,2.8964593410491943,44,8909,,,,,,
,,,45,8909,2.628572940826416,0.4474574327468872,2.628572702407837,,,
2.906914234161377,0.4377174973487854,2.895193338394165,45,9107,,,,,,
,,,46,9107,2.6273386478424072,0.4473221004009247,2.6273372173309326,,,
2.909574270248413,0.45975178480148315,2.898031711578369,46,9305,,,,,,
,,,47,9305,2.6265275478363037,0.4470690190792084,2.6265835762023926,,,
2.9016058444976807,0.4404217302799225,2.889941930770874,47,9503,,,,,,
,,,48,9503,2.6245522499084473,0.44696593284606934,2.6244938373565674,,,
2.899528980255127,0.44232234358787537,2.8879075050354004,48,9701,,,,,,
,,,49,9701,2.624307632446289,0.44629913568496704,2.624429702758789,,,
2.905897378921509,0.4330204427242279,2.894233226776123,49,9899,,,,,,
,,,50,9899,2.6235427856445312,0.4464852213859558,2.6235053539276123,,,
2.8996942043304443,0.4579192101955414,2.88814115524292,50,10097,,,,,,
,,,51,10097,2.621455430984497,0.44573381543159485,2.6214354038238525,,,
2.896082878112793,0.44003790616989136,2.8845279216766357,51,10295,,,,,,
,,,52,10295,2.6210949420928955,0.44558364152908325,2.621147632598877,,,
2.8963725566864014,0.4507646858692169,2.8848299980163574,52,10493,,,,,,
,,,53,10493,2.62062406539917,0.44570040702819824,2.6206209659576416,,,
2.8944058418273926,0.44622793793678284,2.8829219341278076,53,10691,,,,,,
,,,54,10691,2.6196885108947754,0.4452264606952667,2.619666814804077,,,
2.892976999282837,0.4462587833404541,2.8814704418182373,54,10889,,,,,,
,,,55,10889,2.617790937423706,0.4444153308868408,2.6178195476531982,,,
2.889791250228882,0.4435572028160095,2.878307580947876,55,11087,,,,,,
,,,56,11087,2.6165356636047363,0.44441714882850647,2.6166138648986816,,,
2.890310287475586,0.43655648827552795,2.8787801265716553,56,11285,,,,,,
,,,57,11285,2.617055654525757,0.44401562213897705,2.617109537124634,,,
2.8972387313842773,0.43841490149497986,2.8855972290039062,57,11483,,,,,,
,,,58,11483,2.614143133163452,0.443626344203949,2.6141974925994873,,,
2.8926000595092773,0.43926045298576355,2.881014823913574,58,11681,,,,,,
,,,59,11681,2.6141695976257324,0.4436819553375244,2.6141717433929443,,,
2.892021894454956,0.4416024386882782,2.8805389404296875,59,11879,,,,,,
,,,60,11879,2.612571954727173,0.443456768989563,2.612581729888916,,,
2.897446632385254,0.43918219208717346,2.8857781887054443,60,12077,,,,,,
,,,61,12077,2.613477945327759,0.44310852885246277,2.613431930541992,,,
2.8875536918640137,0.4410143494606018,2.876023530960083,61,12275,,,,,,
,,,62,12275,2.6078615188598633,0.44270914793014526,2.6079487800598145,,,
2.886563301086426,0.44415953755378723,2.8751285076141357,62,12473,,,,,,
,,,63,12473,2.608609914779663,0.44297659397125244,2.6087517738342285,,,
2.8923749923706055,0.45758765935897827,2.880910873413086,63,12671,,,,,,
,,,64,12671,2.6090426445007324,0.4425562918186188,2.609053373336792,,,
2.8879010677337646,0.4345710873603821,2.8763427734375,64,12869,,,,,,
,,,65,12869,2.6068060398101807,0.44259771704673767,2.606821298599243,,,
2.883103609085083,0.4390626847743988,2.871626377105713,65,13067,,,,,,
,,,66,13067,2.608053207397461,0.44191214442253113,2.608078718185425,,,
2.8807523250579834,0.44493532180786133,2.8693323135375977,66,13265,,,,,,
,,,67,13265,2.6068341732025146,0.4419781267642975,2.6069018840789795,,,
2.884808301925659,0.44002220034599304,2.873295545578003,67,13463,,,,,,
,,,68,13463,2.6067662239074707,0.44182902574539185,2.606821298599243,,,
2.881525993347168,0.446186363697052,2.8700919151306152,68,13661,,,,,,
,,,69,13661,2.60550856590271,0.441908597946167,2.6056110858917236,,,
2.8882689476013184,0.44590067863464355,2.8767590522766113,69,13859,,,,,,
,,,70,13859,2.6062071323394775,0.441497802734375,2.6062304973602295,,,
2.893441915512085,0.43820884823799133,2.881838798522949,70,14057,,,,,,
,,,71,14057,2.6040916442871094,0.4416395127773285,2.6041297912597656,,,
2.8803935050964355,0.4450770616531372,2.8690011501312256,71,14255,,,,,,
,,,72,14255,2.6042392253875732,0.4411419928073883,2.604175090789795,,,
2.881230592727661,0.4454272985458374,2.8698878288269043,72,14453,,,,,,
,,,73,14453,2.6030282974243164,0.44149723649024963,2.603034734725952,,,
2.879939079284668,0.44314882159233093,2.8685333728790283,73,14651,,,,,,
,,,74,14651,2.602553367614746,0.44105663895606995,2.6027088165283203,,,
2.8779473304748535,0.4386889636516571,2.866515636444092,74,14849,,,,,,
,,,75,14849,2.60093355178833,0.44096630811691284,2.600996732711792,,,
2.8917715549468994,0.4310115575790405,2.8801705837249756,75,15047,,,,,,
,,,76,15047,2.601698637008667,0.44098177552223206,2.601661443710327,,,
2.8754630088806152,0.4336879849433899,2.864060878753662,76,15245,,,,,,
,,,77,15245,2.6022379398345947,0.44070419669151306,2.602203607559204,,,
2.8856735229492188,0.4502694308757782,2.874267339706421,77,15443,,,,,,
,,,78,15443,2.601456642150879,0.440967857837677,2.6015117168426514,,,
2.8821516036987305,0.4515964388847351,2.8708155155181885,78,15641,,,,,,
,,,79,15641,2.6007182598114014,0.4407506287097931,2.6008059978485107,,,
2.880868434906006,0.45286083221435547,2.869551420211792,79,15839,,,,,,
,,,80,15839,2.6005613803863525,0.4405609369277954,2.600578784942627,,,
2.873880386352539,0.43986859917640686,2.8625600337982178,80,16037,,,,,,
,,,81,16037,2.600703477859497,0.4408918023109436,2.600809335708618,,,
2.878650665283203,0.437411904335022,2.867213010787964,81,16235,,,,,,
,,,82,16235,2.59902024269104,0.44053274393081665,2.5990750789642334,,,
2.8757107257843018,0.4375394880771637,2.864362955093384,82,16433,,,,,,
,,,83,16433,2.600051164627075,0.4407477080821991,2.600006341934204,,,
2.898810625076294,0.4197634160518646,2.887282609939575,83,16631,,,,,,
,,,84,16631,2.599386692047119,0.4411260783672333,2.599346160888672,,,
2.8777406215667725,0.4485156834125519,2.8664562702178955,84,16829,,,,,,
,,,85,16829,2.5987584590911865,0.4406973123550415,2.598785161972046,,,
2.8811118602752686,0.44453883171081543,2.8696842193603516,85,17027,,,,,,
,,,86,17027,2.5987162590026855,0.4406993091106415,2.5987727642059326,,,
2.8774564266204834,0.44493862986564636,2.866102457046509,86,17225,,,,,,
,,,87,17225,2.597637176513672,0.4401153326034546,2.5976552963256836,,,
2.873494863510132,0.4400900900363922,2.8621323108673096,87,17423,,,,,,
,,,88,17423,2.5965964794158936,0.4407951831817627,2.596635103225708,,,
2.885199785232544,0.4287622272968292,2.8737523555755615,88,17621,,,,,,
,,,89,17621,2.598174810409546,0.44048425555229187,2.5982043743133545,,,
2.876826286315918,0.43486177921295166,2.865466594696045,89,17819,,,,,,
,,,90,17819,2.596024990081787,0.44021615386009216,2.595975637435913,,,
2.8770344257354736,0.4505690038204193,2.865736961364746,90,18017,,,,,,
,,,91,18017,2.5964512825012207,0.4401538372039795,2.596562147140503,,,
2.8879921436309814,0.4452497661113739,2.876471996307373,91,18215,,,,,,
,,,92,18215,2.5984134674072266,0.4409677982330322,2.5982964038848877,,,
2.875260353088379,0.44533562660217285,2.863980531692505,92,18413,,,,,,
,,,93,18413,2.5954675674438477,0.44038936495780945,2.595555067062378,,,
2.8800435066223145,0.4255635142326355,2.868649482727051,93,18611,,,,,,
,,,94,18611,2.5955004692077637,0.4402823746204376,2.5955073833465576,,,
2.8848912715911865,0.44471386075019836,2.8734307289123535,94,18809,,,,,,
,,,95,18809,2.59428071975708,0.44023463129997253,2.594334363937378,,,
2.883436918258667,0.43822795152664185,2.8719520568847656,95,19007,,,,,,
,,,96,19007,2.594494581222534,0.4404110908508301,2.594541549682617,,,
2.878319501876831,0.4290005564689636,2.8669190406799316,96,19205,,,,,,
,,,97,19205,2.5949878692626953,0.4400557577610016,2.594882011413574,,,
2.8735156059265137,0.43211331963539124,2.8621926307678223,97,19403,,,,,,
,,,98,19403,2.5946617126464844,nan,2.594698190689087,,,
2.8735671043395996,0.4304191768169403,2.86222505569458,98,19601,,,,,,
,,,99,19601,2.5952179431915283,0.440564900636673,2.5952866077423096,,,
2.8751449584960938,0.43011271953582764,2.8637959957122803,99,19799,,,,,,
,,,100,19799,2.5935592651367188,0.4405688941478729,2.5936195850372314,,,
,,,100,19800,,,,2.7028491497039795,0.4703574776649475,2.6885645389556885
