val_mae,val_loss,epoch,step,train_mae,train_loss
2.6896591186523438,2.7018511295318604,0,1566,,
,,1,1566,2.7777693271636963,2.7793667316436768
2.6506447792053223,2.66310453414917,1,3133,,
,,2,3133,2.5852081775665283,2.5872576236724854
2.6467764377593994,2.6593973636627197,2,4700,,
,,3,4700,2.571131944656372,2.5726444721221924
2.6520164012908936,2.6647849082946777,3,6267,,
,,4,6267,2.5644097328186035,2.566168785095215
