val_mae,val_mape,val_loss,epoch,step,train_mae,train_mape,train_loss,test_mae,test_mape,test_loss
8.057737350463867,1.1283537149429321,8.006431579589844,0,193,,,,,,
,,,1,193,5.997898101806641,1.095684289932251,5.997767448425293,,,
8.045659065246582,1.0798317193984985,7.993997573852539,1,387,,,,,,
,,,2,387,5.922801971435547,1.050061821937561,5.922453880310059,,,
8.02957820892334,1.0883605480194092,7.978280067443848,2,581,,,,,,
,,,3,581,5.917086601257324,1.0472432374954224,5.9171600341796875,,,
8.033734321594238,1.081871747970581,7.982263088226318,3,775,,,,,,
,,,4,775,5.919054985046387,1.0484827756881714,5.919022083282471,,,
8.06509017944336,1.1134926080703735,8.013376235961914,4,969,,,,,,
,,,5,969,5.9155592918396,1.0475366115570068,5.9155354499816895,,,
8.015172958374023,1.0890014171600342,7.9639811515808105,5,1163,,,,,,
,,,6,1163,5.909477233886719,1.046203374862671,5.90924596786499,,,
8.016862869262695,1.1159664392471313,7.965922832489014,6,1357,,,,,,
,,,7,1357,5.9068193435668945,1.0453112125396729,5.906534194946289,,,
8.02386474609375,1.0835999250411987,7.972384452819824,7,1551,,,,,,
,,,8,1551,5.908806324005127,1.045939326286316,5.9084672927856445,,,
8.011614799499512,1.1121461391448975,7.9606451988220215,8,1745,,,,,,
,,,9,1745,5.9049177169799805,1.0455225706100464,5.904714584350586,,,
8.022805213928223,1.1078822612762451,7.971547603607178,9,1939,,,,,,
,,,10,1939,5.908670425415039,1.0461469888687134,5.908079624176025,,,
8.021516799926758,1.1133744716644287,7.97034215927124,10,2133,,,,,,
,,,11,2133,5.905891418457031,1.0452665090560913,5.905848503112793,,,
8.027875900268555,1.1019960641860962,7.976428985595703,11,2327,,,,,,
,,,12,2327,5.907686233520508,1.0462214946746826,5.907376289367676,,,
8.047221183776855,1.0935821533203125,7.9953155517578125,12,2521,,,,,,
,,,13,2521,5.9054436683654785,1.0442919731140137,5.905208110809326,,,
8.019779205322266,1.1289868354797363,7.968770503997803,13,2715,,,,,,
,,,14,2715,5.908050537109375,1.0453752279281616,5.908001899719238,,,
8.025250434875488,1.0907012224197388,7.973673343658447,14,2909,,,,,,
,,,15,2909,5.900262355804443,1.0454574823379517,5.900045394897461,,,
8.027112007141113,1.1102979183197021,7.975716590881348,15,3103,,,,,,
,,,16,3103,5.905013561248779,1.0439289808273315,5.904992580413818,,,
7.987257480621338,1.1082947254180908,7.936530590057373,16,3297,,,,,,
,,,17,3297,5.898116111755371,1.0428369045257568,5.898252010345459,,,
8.022136688232422,1.1126081943511963,7.970842361450195,17,3491,,,,,,
,,,18,3491,5.899079322814941,1.044979214668274,5.898660182952881,,,
8.038972854614258,1.0599626302719116,7.986874580383301,18,3685,,,,,,
,,,19,3685,5.902688503265381,1.0447890758514404,5.902227401733398,,,
8.022533416748047,1.112091064453125,7.971201419830322,19,3879,,,,,,
,,,20,3879,5.896976470947266,1.0432060956954956,5.897011756896973,,,
7.9877777099609375,1.1110191345214844,7.936997413635254,20,4073,,,,,,
,,,21,4073,5.900123596191406,1.043173909187317,5.899772644042969,,,
8.021262168884277,1.1011443138122559,7.969805717468262,21,4267,,,,,,
,,,22,4267,5.898293972015381,1.0446419715881348,5.898461818695068,,,
8.006707191467285,1.0918731689453125,7.955393314361572,22,4461,,,,,,
,,,23,4461,5.898587226867676,1.043684720993042,5.898379802703857,,,
8.01667594909668,1.1070821285247803,7.965347766876221,23,4655,,,,,,
,,,24,4655,5.896831512451172,1.043167233467102,5.89675760269165,,,
8.015706062316895,1.146801471710205,7.96495246887207,24,4849,,,,,,
,,,25,4849,5.89676570892334,1.0424169301986694,5.896841049194336,,,
8.002065658569336,1.0982760190963745,7.950886249542236,25,5043,,,,,,
,,,26,5043,5.893884181976318,1.0447827577590942,5.893807411193848,,,
8.00670337677002,1.1163092851638794,7.955658435821533,26,5237,,,,,,
,,,27,5237,5.896237373352051,1.0418131351470947,5.896172046661377,,,
7.985138893127441,1.1025415658950806,7.934329509735107,27,5431,,,,,,
,,,28,5431,5.894042491912842,1.0435868501663208,5.893930435180664,,,
7.994046688079834,1.087634801864624,7.942896842956543,28,5625,,,,,,
