val_mae,val_loss,epoch,step,train_mae,train_loss,test_mae,test_loss
4.813233375549316,4.787998199462891,0,1543,,,,
,,1,1543,4.187161445617676,4.187203884124756,,
4.673111438751221,4.648379802703857,1,3087,,,,
,,2,3087,3.946216583251953,3.9463653564453125,,
4.646864414215088,4.6220550537109375,2,4631,,,,
,,3,4631,3.8725192546844482,3.8720993995666504,,
4.598354339599609,4.574037075042725,3,6175,,,,
,,4,6175,3.840808153152466,3.840367555618286,,
4.6175689697265625,4.592959880828857,4,7719,,,,
,,5,7719,3.8273603916168213,3.82745099067688,,
4.6285576820373535,4.604007720947266,5,9263,,,,
,,6,9263,3.812842845916748,3.8122589588165283,,
4.607908248901367,4.583178520202637,6,10807,,,,
,,7,10807,3.804861545562744,3.8050947189331055,,
4.628399848937988,4.602975368499756,7,12351,,,,
,,8,12351,3.7884325981140137,3.7880918979644775,,
4.681725978851318,4.656548976898193,8,13895,,,,
,,9,13895,3.7766225337982178,3.7766106128692627,,
4.659065246582031,4.633733749389648,9,15439,,,,
,,10,15439,3.7678604125976562,3.767570734024048,,
4.669120788574219,4.6438446044921875,10,16983,,,,
,,11,16983,3.7587671279907227,3.7588536739349365,,
4.664095401763916,4.638922691345215,11,18527,,,,
,,12,18527,3.74692440032959,3.747208595275879,,
4.779031753540039,4.752321720123291,12,20071,,,,
,,13,20071,3.7378756999969482,3.7374703884124756,,
4.759721279144287,4.732954502105713,13,21615,,,,
,,14,21615,3.730999708175659,3.730841636657715,,
4.815952301025391,4.789334297180176,14,23159,,,,
,,15,23159,3.7226595878601074,3.7228317260742188,,
4.884615421295166,4.85670804977417,15,24703,,,,
,,16,24703,3.7094597816467285,3.709080457687378,,
4.743756294250488,4.71750020980835,16,26247,,,,
,,17,26247,3.701443910598755,3.7015960216522217,,
4.944087982177734,4.916046619415283,17,27791,,,,
,,18,27791,3.6953556537628174,3.6952805519104004,,
4.777152061462402,4.750181674957275,18,29335,,,,
,,19,29335,3.6852738857269287,3.684903383255005,,
4.922935962677002,4.895298480987549,19,30879,,,,
,,20,30879,3.6789724826812744,3.679126262664795,,
5.007493495941162,4.977848052978516,20,32423,,,,
,,21,32423,3.6681771278381348,3.6683578491210938,,
4.9244489669799805,4.896100044250488,21,33967,,,,
,,22,33967,3.66400408744812,3.663947105407715,,
4.8213419914245605,4.794328212738037,22,35511,,,,
,,23,35511,3.6552069187164307,3.6554384231567383,,
4.843032360076904,4.816165447235107,23,37055,,,,
,,24,37055,3.650503158569336,3.6504294872283936,,
4.946231365203857,4.918330669403076,24,38599,,,,
,,25,38599,3.6529691219329834,3.6530072689056396,,
4.956582546234131,4.927701950073242,25,40143,,,,
,,26,40143,3.635016679763794,3.634969711303711,,
5.127040386199951,5.0979766845703125,26,41687,,,,
,,27,41687,3.6306278705596924,3.6306376457214355,,
4.888629913330078,4.860316276550293,27,43231,,,,
,,28,43231,3.626401901245117,3.626380681991577,,
4.96457576751709,4.93638801574707,28,44775,,,,
,,29,44775,3.6208336353302,3.6209301948547363,,
5.007204055786133,4.978735446929932,29,46319,,,,
,,30,46319,3.6107521057128906,3.610811710357666,,
5.020798206329346,4.99183988571167,30,47863,,,,
,,31,47863,3.6094563007354736,3.6096267700195312,,
4.961765289306641,4.934139251708984,31,49407,,,,
,,32,49407,3.609544277191162,3.6097841262817383,,
4.948502540588379,4.919826507568359,32,50951,,,,
,,33,50951,3.5934090614318848,3.59332537651062,,
4.920162677764893,4.8922648429870605,33,52495,,,,
,,34,52495,3.59212589263916,3.5919835567474365,,
5.003251552581787,4.974505424499512,34,54039,,,,
,,35,54039,3.585829019546509,3.5861380100250244,,
5.029972076416016,5.001479148864746,35,55583,,,,
,,36,55583,3.5805323123931885,3.580561876296997,,
5.0521159172058105,5.022777080535889,36,57127,,,,
,,37,57127,3.5769519805908203,3.5771331787109375,,
5.094964981079102,5.065113067626953,37,58671,,,,
,,38,58671,3.571856737136841,3.5712902545928955,,
5.078297138214111,5.048751354217529,38,60215,,,,
,,39,60215,3.5688669681549072,3.5687739849090576,,
5.133945465087891,5.104259014129639,39,61759,,,,
,,40,61759,3.5612165927886963,3.5612852573394775,,
4.955960750579834,4.9274773597717285,40,63303,,,,
,,41,63303,3.556617498397827,3.5567212104797363,,
5.1556878089904785,5.124178409576416,41,64847,,,,
,,42,64847,3.555698871612549,3.5557351112365723,,
4.98825216293335,4.959831714630127,42,66391,,,,
,,43,66391,3.5518178939819336,3.551990270614624,,
5.167645454406738,5.1368255615234375,43,67935,,,,
,,44,67935,3.546705722808838,3.546893358230591,,
5.101154327392578,5.071844100952148,44,69479,,,,
,,45,69479,3.544076442718506,3.5438952445983887,,
5.178225517272949,5.147188663482666,45,71023,,,,
,,46,71023,3.539046287536621,3.5391316413879395,,
5.167363166809082,5.1367950439453125,46,72567,,,,
,,47,72567,3.5299110412597656,3.529808282852173,,
5.135956287384033,5.105862140655518,47,74111,,,,
,,48,74111,3.5340161323547363,3.5344133377075195,,
5.1131110191345215,5.082911014556885,48,75655,,,,
,,49,75655,3.5301437377929688,3.5302939414978027,,
5.225686550140381,5.194326400756836,49,77199,,,,
,,50,77199,3.524580955505371,3.5245437622070312,,
,,50,77200,,,4.0963826179504395,4.06798791885376
